ts,open,high,low,close,vol
2025-07-06,108200.5,109695.4,107814.0,109203.7,1493.10305863
2025-07-07,109203.8,109703.8,107516.7,108269.9,2362.91448076
2025-07-08,108269.8,109214.5,107443.3,108922.7,2214.05574856
2025-07-09,108922.7,112000.0,108334.7,111233.8,3186.27859844
2025-07-10,111233.9,117396.2,110506.8,115998.3,4097.09235188
2025-07-11,115998.3,118844.1,115198.4,117524.6,5032.06839035
2025-07-12,117524.6,118186.6,116913.4,117414.1,2629.14381044
2025-07-13,117414.1,119468.9,117212.0,119073.7,2733.31899968
2025-07-14,119073.8,123288.0,118895.5,119830.9,4748.41577528
2025-07-15,119830.9,119926.5,115603.9,117766.8,5672.073723023383
2025-07-16,117766.8,120065.5,117017.6,118641.9,3644.25931735
2025-07-17,118642.0,120963.1,117459.1,119176.7,4410.8784865
2025-07-18,119176.7,120830.7,116813.3,117919.8,3856.83279581
2025-07-19,117919.8,118493.2,117278.1,117848.3,1596.93890103
2025-07-20,117848.3,118850.0,116467.7,117263.9,2329.21968431
2025-07-21,117263.9,119647.5,116529.5,117381.0,3215.18750569
2025-07-22,117381.1,120235.8,116109.0,119953.4,3324.25060294
2025-07-23,119953.4,120099.6,117314.2,118747.2,2790.57679457
2025-07-24,118747.3,119464.3,117110.2,118325.0,2856.95371125
2025-07-25,118330.0,118445.0,114735.0,117619.2,5330.50378134
2025-07-26,117612.1,118299.3,117137.5,117915.0,1455.80753501
2025-07-27,117917.2,119752.2,117829.8,119411.2,2205.9901848
2025-07-28,119414.6,119795.0,117412.8,118055.1,2203.66178887
2025-07-29,118055.1,119264.0,116960.9,117935.0,2400.11504758
2025-07-30,117935.0,118770.5,115781.7,117839.2,2594.38967741
2025-07-31,117839.1,118908.3,115486.9,115770.2,2246.32521494
2025-08-01,115770.1,116057.0,112730.9,113298.7,4307.90079231
2025-08-02,113298.7,114050.4,111988.6,112547.1,1898.0273571
2025-08-03,112555.6,114776.5,111918.6,114204.1,1593.64742512
2025-08-04,114204.1,115717.7,114109.2,115055.8,2536.43998038135
2025-08-05,115055.8,115109.1,112653.8,114129.6,3067.18828857
2025-08-06,114129.7,115698.3,113355.0,114979.7,1841.86644749
2025-08-07,114979.7,117620.4,114262.3,117458.7,2151.14768486
2025-08-08,117458.7,117631.2,115890.9,116667.3,3253.98376638
2025-08-09,116667.3,117919.5,116344.3,116464.2,2424.6293443
2025-08-10,116464.2,119310.1,116462.1,119291.0,3032.41442898
2025-08-11,119291.0,122298.7,118083.0,118688.6,3817.97350006
2025-08-12,118688.6,120308.5,118222.6,120119.1,4251.0836512
2025-08-13,120119.1,123651.4,118937.8,123293.4,4825.85010467
2025-08-14,123293.4,124447.7,117110.6,118293.4,6465.8987859
2025-08-15,118293.5,119210.5,116763.4,117336.0,4683.21009061
2025-08-16,117336.0,117894.4,117136.0,117383.0,2218.30055342
2025-08-17,117382.3,118574.3,117178.6,117404.3,1962.40098988
2025-08-18,117404.3,117535.9,114658.9,116228.4,4538.35632972
2025-08-19,116228.5,116717.3,112744.3,112880.0,4650.60577643
2025-08-20,112879.9,114607.1,112380.5,114256.9,4771.36852007
2025-08-21,114256.9,114803.0,112013.0,112496.5,3977.45254608
2025-08-22,112496.5,117399.6,111687.0,116921.6,5057.07779722
2025-08-23,116921.6,117014.4,114569.6,115413.6,2477.14916917
2025-08-24,115413.5,115662.4,110547.1,113463.6,4213.56980103
2025-08-25,113463.6,113662.0,109274.0,110112.8,9121.12539412
2025-08-26,110112.9,112376.9,108680.0,111764.6,5805.37627135
2025-08-27,111764.6,112618.8,110363.9,111259.3,5246.34662112
2025-08-28,111259.2,113466.8,110877.9,112572.6,4027.94666606
2025-08-29,112572.7,112635.1,107465.7,108366.0,4375.74953797
2025-08-30,108366.1,108918.8,107342.4,108806.2,1312.47451127
2025-08-31,108806.2,109478.8,108073.4,108244.9,1595.25557768
2025-09-01,108244.9,109900.0,107260.0,109237.4,2955.462140808042
2025-09-02,109237.4,111766.5,108394.0,111228.1,3465.3390086
2025-09-03,111228.1,112575.3,110539.5,111700.0,2309.94480538
2025-09-04,111700.1,112180.1,109329.8,110723.4,2175.70455737
2025-09-05,110725.2,113382.4,110219.5,110654.1,2847.09954806
2025-09-06,110660.1,111302.4,109970.8,110181.2,711.56496998
2025-09-07,110181.2,111591.7,110181.2,111137.9,907.73587154
2025-09-08,111137.7,112909.4,110626.0,112069.4,1721.95107054
2025-09-09,112069.4,113274.4,110767.3,111531.4,2362.47595911
2025-09-10,111539.0,114274.3,110925.9,113954.9,2123.80548945
2025-09-11,113955.0,115469.1,113430.1,115469.0,1574.42764099
2025-09-12,115469.0,116659.2,114691.3,116026.0,1783.71771087
2025-09-13,116026.0,116288.3,115104.6,115909.9,855.47224195
2025-09-14,115909.9,116165.3,115140.6,115279.6,817.35411102
2025-09-15,115279.3,116750.9,114392.0,115356.3,1435.32338799
2025-09-16,115356.4,116943.0,114717.5,116789.0,1145.14893904
2025-09-17,116789.1,117279.1,114735.0,116444.3,1751.46870074
2025-09-18,116444.3,117900.8,116092.9,117075.1,1341.53180522
2025-09-19,117075.1,117458.6,115100.0,115632.3,990.04524217
2025-09-20,115632.3,116118.4,115411.0,115822.9,338.38436739
